account,followers,post_url,views,likes,comments,shares,repost,video_text
homero_io,149000,https://www.instagram.com/reel/DDmxTQBMnMG/?igsh=MXJwbzRpYm5wczNlcw==,387000,13900,35400,2454,41,می‌تونی تصور کنی یه ارز از اینجا چهار هزار درصد رشد بکنه و شما اگر سیصد دلار پول توش بذاری بتونی خیلی سریع دوازده هزار دلار پول از توش بکشی بیرون، سود عالی ببری. می‌خوام یه ارزی رو بهتون معرفی بکنم  که می‌تونه تو مرحله اول هفتصد درصد رشد بکنه و تو مرحله دوم تا چهار هزار درصد رشد داشته باشه. ما قبل از این ارزهای دیگه هم بهتون معرفی کرده بودیم که سیصد درصد، چهارصد  درصد رشد داشتن مثل SUIE، مثل BONK، مثل WIF و خیلی ارزهای دیگه. این ارز اگر می‌خوای بدونی چیه بیا رو چارت با همدیگه نگاه کنیم ببینیم الان وضعیتش به چه ترتیبه. این ارز رو رو چارت نگاه کنید به  یک محدوده حمایتی مناسبی برگشته به سمت بالا و اگر شما رو محدوده بیست دلار که احتمالا برمی‌گرده بهش خرید کنید، می‌تونه تا سقفش حداقل حدود هفتصد درصد رشد داشته باشه و اگر به اندازه دیگه صعودی قبلی بخواد  رشد بکنه می‌تونه تا چهار هزار درصد رشد داشته باشه. پس یادتون نره این ارز رو حتما باید رو محدوده بیست دلار خرید کنید. همینطور این ارز فاندامنتال بسیار خوبی داره و می‌تونه تضمین کنه روند صعودی این ارز رو  و به اون اعداد بالا برسه. اسم این ارز اگر می‌خوای لطفا عدد هفتصد رو برای من کامنت کن اطلاعات این ارز رو برات می‌فرستم. یادت نره حتما این پست رو لایک کنی برای دوستاتم ارسال کنی تا اون‌ها هم  از این سود بتونن استفاده کنن. آینده رو با هم بسازیم.
homero_io,149000,https://www.instagram.com/reel/C4qcKN7ifhQ/?igsh=MTFoeTkxdDBmYnY2Ng==,753000,12500,28800,46,14,Halving پنجاه و سوم بهش ما اتفاق می‌افته. ما داریم روزبه‌روز به تاریخ Halving نزدیک‌تر میشیم. خیلی از دوستان شما سؤال می‌کنن ما باید چه ارزهایی رو بخریم. همونجوری که تو پست‌های قبل بهتون گفتیم که چه زمانی از بازار خارج بشید، امیدوارم استفاده کرده  باشید، حتما یه سبد ارزی بهتون معرفی می‌کنیم که بخرید و سود خیلی خوبی بکنید. تو Bull Run قبلی یه سری از ارزها رشد ده برابری، بیست برابری داشتن مثل Floki، مثل WIF. اما بعضی ارزها هم فقط به سقف قبلی خودشون رسیدن مثل بیت‌کوین یا اتریوم.  اما خیلی از ارزها هم بودن که اونقدری رشد نکردن. فاصله زیادی تا سقف تاریخیشون دارن. من می‌خوام امروز یک بخش از سبد ارز رو بهتون معرفی بکنم که پتانسیل رشد خیلی بالایی داره. این ارزهایی که می‌خوام بهت معرفی بکنم، ارزهایی  هستن که توی Halving می‌تونی خریداریشون کنی و رشد چندین برابری تا حتی ده یا بیست برابر می‌تونن داشته باشن. پس اگر می‌خوای بدونی لیست این ارزها چیاست، کلمه تاریخ رو برام بفرست، فهرست این ارزها به  اضافه بهترین زمان برای خریدش برات می‌فرستم.
homero_io,149000,https://www.instagram.com/reel/DaBN4haM6ZZ/?igsh=Y2xpcnQ3dDZmNHd6,366000,6800,3200,1689,120,صعود مجدد طلا. مراقب باش جا نمونی از بازار. تا آخر این ویدیو من همراه باش تا بهت بگم چه اتفاقی دقیقا داره برای بازار طلا می‌افته. توجه داشته باش.  علیرغم کاهش قیمت طلا که قبلاً تو پست‌های قبلی هم بهت گفتم که احتمالا تا محدوده سه هزار و نهصد دلار، سه هزار و هشتصد و پنجاه دلار میاد، دیشب این اتفاق افتاد و تا محدوده سه هزار و نهصد  و شصت و هفتاد دلار اومدیم. ممکنه یه پایین دیگه بزنیم حتی تا سه هزار و نهصد دلار هم پایین بیاد. اما چه اتفاقی داره می‌افته؟ اتفاقی که داره می‌افته اینه آمار و اطلاعات داره نشون میده علیرغم کاهش قیمت،  تقاضا برای اونس جهانی داره افزایش پیدا می‌کنه و این خودش می‌تونه محرکی باشه برای رشد قیمت طلا. اما داخل کشور داره چه اتفاقی می‌افته؟ قیمت تتر و دلار تا محدوده صد و پنجاه و پنج هزار تومن اومد پایین و همونجوری  که باز بهت گفته بودم تو اون قیمت‌ها نموند و برگشت به سمت بالا و امروزی که داریم با هم حرف می‌زنیم حدود صد و شصت و هفت هزار تومنه. بازار امروز بسته است به خاطر عاشورا.  باید صبر کنیم ببینیم روز شنبه چه اتفاقی می‌افته. اما احتمال اینکه پایین بیاد بسیار پایینه. خب قبلاً بهت گفتم طلا، نقره تاثیرپذیر از اونس جهانی و قیمت دلارن. وقتی قیمت دلار شروع می‌کنه حرکت کردن، قیمت طلا هم شروع می‌کنه بالا رفتن. حالا ابتدای پست هم بهت گفتم تقاضای جهانی هم داره افزایش پیدا می‌کنه.  پس این اتفاق می‌تونه دوبل بیفته، یعنی طلا می‌تونه دو بار حرکت بکنه؛ هم بر مبنای دلار، هم بر اساس افزایش تقاضا توی طلا. اما یک سناریو منفی هم می‌تونه وجود داشته باشه. اینه که به خاطر افزایش ارزش جهانی  دلار، قیمت طلا افت بکنه و اونجا جاییه که بهتره تو به جای طلا، دلار داشته باشی. خب می‌خوام یه فرمول ساده، یه راهکار ساده بهت یاد بدم که خودت بدون نیاز به  من بتونی بفهمی اگر این اتفاق افتاد، طلاتو می‌تونی تبدیل کنی به دلار و دلار نگه داری به جای طلا. کلمه روش رو همین زیر برای من کامنت کن. یه روشی برات ارسال می‌کنم که خودت بتونی تشخیص بدی  آیا اون طلاتو تبدیل کنی به دلار یا نه. یادت نره حتما این پستو برای دوستت هم بفرست چون خیلی از آدما هستن که نگران قیمت طلان و خیلیا هستن که علاقه‌مندن که رو طلا سرمایه‌گذاری کنن چون پارسال  جا موندن از رشدش و می‌خوان این بار از رشدش دیگه جا نمونن. موفق باشی.
homero_io,149000,https://www.instagram.com/reel/DZxr35Ls\_HG/?igsh=NzIwazJyeTJmOW95,105000,2100,733,525,41,سقوط مجدد اونس جهانی طلا و احتمال ادامه دار بودن این سقوط. اما تویی که طلا داری باید چیکار کنی الان؟ تا آخرین ویدیو با من باش بهت دقیقاً میگم چه کاری باید انجام بدی. امروز اونس جهانی طلا به خاطر بالا رفتن شاخص  دلار افت کرده و احتمال این افت یکی دو سه روز دیگه ادامه پیدا میکنه. اما طلای ایران چه اتفاقی براش میفته؟ طلای ایران هم وابسته است به اونس جهانی هم وابسته است به نرخ دلار.  خب وقتی اونس جهانی داره میاد پایین احتمالاً طلا هم یه پایین میبینه اما باید بفروشم از بازار بیام بیرون. نه ما الان تو محدوده کف قیمتی هستیم و کسی که این تو این محدوده ها  بیاد بفروشه قطعاً بعداً پشیمون میشه. ممکنه طلای ایران طلا هجده عیار یه تومن دیگه هم بیاد پایین تا محدوده چهارده میلیون هم بیاد پایین اما خیلی بعیده که از اون محدوده پایین‌تر بره.  پس بهترین موقع برای سرمایه گذاریه به جای اینکه بیای بفروشید. این اتفاق چندین بار دیگه هم تو پنج شش سال گذشته افتاده و تقریباً سالی یه بار تکرار شده که بازارساز اومده از آن نوسان گرفته و خیلی‌ها اومدن تو  کف فروختن و بعد پشیمون شدن. حالا چرا این اتفاق میفته؟ دو تا دلیل داره. یکی اینکه هم اونس جهانی طلا بعد از یک نوسانی برمیگرده بالا و اهداف بالا داره و دوم وضعیت اقتصادی کشور ایرانه که به  خاطر شرایطی که پیش اومده ما احتمالاً کاهش آنچنانی تو قیمت دلار نخواهیم داشت. ممکنه دلار یه بار دیگه بیاد محدوده صد و چهل و پنج تومن تا صد و پنجاه تومن تاچ بکنه اما از اون پایین‌تر نخواهد رفت.  به خاطر کتی که خود بانک مرکزی رو دلار گذاشته. پس محدوده فعلی طلا محدوده چهارده تا پونزده تومن محدوده بسیار جذاب و کم ریسک برای خریدنه. و کسی که تمایل داره سرمایه گذاری کنه این محدوده ها محدوده طلایی برای خریدن طلا و دلاره.  پس یادت نره این پستو بفرست برای اونی که حتی یه گرم طلا داره و الان نگرانе که برای سرمایه کمش داره چه اتفاقی میفته، سرمایه‌ش داره از بین میره. بهش بگو نگران نباش طلا برمیگرده به سمت بالا و  تو از سرمایه گذاری رو طلا سود میگیری. اما خیلی ها ممکنه بپرسن زمان مناسب برای خرید کریپتو و بیت کوین کیه؟ چون خیلی از مخاطبین پیج ما رو کریپتو سرمایه گذاری کردن. احتمالاً بعد از طلا زمان مناسب برای کریپتوئه.  یه تحلیل آنچین از زمان مناسب برای کریپتو آماده کردیم. کلمه زمانو همین زیر برام کامنت کن تحلیل برات میفرستم و عدد دقیقی که باید بیت کوین بخری رو بهت میگم. موفق باشید
homero_io,149000,https://www.instagram.com/reel/DZsgjYwM7te/?igsh=MWV5eWx2ZWp1ZWVmag==,113000,1964,874,281,34,مراقب باشید قراره توافق بشه و قیمت دلار بیاد زیر صد هزار تومن. این جمله فضا اینستاگرام رو پر کرده و همه دارن میگن دلار قراره بیاد زیر صد هزار تومن. اما شاخصه اقتصادی رو اگر نگاه کنید، می‌دونید قیمت دلار رو هوا تعیین نمیشه. قیمت دلار تابع نرخ تورمه، تراز تجاریه و GDP کشور.  آیا اینا تغییری کرده که قراره قیمت دلار بیاد زیر صد هزار تومن؟ و طلا قراره بیاد مثلا زیر ده میلیون تومن؟ نه، هیچ تفاوت تو اینا اتفاق نیفتاده. صرفا هیجانی‌ست که تو بازار وجود داره. بعد از جنگ ایران و عراق، قطعنامه 598 تصویب شد.  بعد اون جنگ و بعد تصویب قطعنامه، قیمت دلار به واسطه هیجان نصف شد. خیلیا سکه کردن تو اون اتفاق. اونایی که همه زندگیشونو دلار خریده بودن. اما تو کمتر از چند ماه برگشت بالا. الان که اصن قطعنامه‌ای نداریم، صرفا داریم یه تفاهم  امضا می‌کنیم که بعدش بشینیم یه توافقی بکنیم و آیا توافق می‌شود یا نمی‌شود؟ خدا می‌دونه. قیمت صرافی ملی رو، در واقع قیمتی که تو بانک ملی ثبت شده برای قیمت دلار که معمولاً کف قیمت دلار رو نگاه کنید،  عدد صد و چهل و هفت تا صد و چهل و هشت هزار تومنه. پس کف قیمت دلار رو دولت اینجا بسته. اگر هم هیجانی پایین‌تر بیاد، خود دولت این وسط خریدارِ به واسطه شرایط اقتصادی که داریم.  بعد از جنگ تازه اثرات اق-اقتصادی جنگ خودشو نشون میده. ما تازه دو ماه از جنگ گذشته. امسال تا انتهای سال این اثرات اقتصادی جنگ خودشو نشون میده و اونجاست که قیمت دلار معلوم میشه. خب تو این شرایط باید رو چی سرمایه‌گذاری کنیم؟  آیا بخریم؟ آیا نخریم؟ کجا باید خرید انجام بدیم؟ خیلی وقت‌ها حتی صبر کردن خودش بهترین سرمایه‌گذاری و کاری نکردن خودش از همه بهتره. ما فردا یه وبینار داریم ساعت هشت شب. توش توضیح میدیم برای شما که تو سال 1405 باید رو چی سرمایه‌گذاری بکنید.  حتما توی وبینار شرکت کنید. کلمه وبینار رو همین زیر برای من کامنت کنید، لینک ثبت‌نام وبینار براتون ارسال میشه. این وبینار کاملاً رایگانه. حتما این پست رو برای دوستانتون هم بفرستید،  با اون‌ها به اشتراک بذارید، ری‌پستش کنید تا دیگران هم تو این وبینار شرکت کنند، بدونن تو سال چهارصد و پنج باید روی چی سرمایه‌گذاری کنند و چجوری سبد ببندن. موفق باشید.
homero_io,149000,https://www.instagram.com/reel/DZF5H12Mlsa/?igsh=MTRxY3I3OHUxcW95MQ==,206000,5876,9843,1441,76,ریزش وحشتناک بیت‌کوین. همه تو بازار ترسیدن. تو هم احتمالا ترسیدی. شاخص ترس و طمع اومده زیر سی. یعنی بازار همه نگرانن.  چه اتفاقی قراره بیفته؟ بیت‌کوین قراره نابود بشه. اگه یاد باشه چندین ماه پیش بهت گفتم بیت‌کوین اعداد پایین رو میبینه، سی و چلو میبینه. اما الان وقتش نیست. اومد شصت رو دید همونجوری که بهت گفتم قبلاً تو این ویدیو نگاه کن.  طلا تو بفروش، بیت‌کوین بخر. تو این ویدیو بهت گفته بودم که بیت‌کوین برمی‌گرده بالا. طلا تو بفروش، بیت‌کوین بخر. نمی‌دونم این کار رو انجام دادی یا نه و بیت‌کوین از محدوده شصت هزار دلار تا محدوده  هشتاد و دو هزار دلار اومد بالا. الان داره می‌ریزه اینجا. اما این آخر راه بیت‌کوینه. از اینجا قراره بریم محدوده سی و چلو ببینیم. به نظرم نه، این اتفاق قرار نیست بیفته.  ما قراره یه بالای دیگه داشته باشیم. همونجوری که تو آلت‌کوینا داریم میبینیم. بیت‌کوین داره می‌ریزه، آلت‌کوین‌ها نمی‌ریزن و آماده یه حرکت صعودین. به نظر من بیت‌کوین یک حرکت دیگه به سمت بالا خواهد داشت و بعد اصلاح می‌کنیم به سمت  پایین که تو مدل هم تو این الگومون هم چی شکل بده؟ تو این الگومون هم مدل QM رو شکل بده. یعنی اینجا این کف و این کف که اینجا تشکیل شده این از این پایین‌تره. وقتی الگو QM تشکیل میشه ما یک برگشت تا  سقف قبلی داریم و بعد ریزش داریم. الان هم دقیقاً داره همین اتفاق میفته. خب حالا الان وقت خرید چه ارزهاییه؟ این فرصت محدوده. نهایتا احتمالا تا آخر جام جهانیه. بیشتر از اون نیست.  جنگ میشه و بعدش و احتمالا بیت‌کوین بعدش می‌ریزه. همونجوری که بازارهای دیگه احتمالا خواهند ریخت. اما سؤال مهم. الان چی بخریم تو این یک ماه ازش استفاده کنیم. اگه یکو همین زیر برای من کامنت کن  بهت میگم چی بخری، تو چه نقطه‌ای. یادت نره حتما این پست رو برای دوستاتم بفرست و اونو به اشتراکش بذار تا اونا هم بدونن چی رو باید کجا بخرن و کی از بازار خارج بشن.  موفق باشی.
homero_io,149000,https://www.instagram.com/reel/DUi0579DNaT/?igsh=MWQ5b3FiM21jODVzeg==,153000,3806,4601,1021,54,یادته رو بیت‌کوین صد هزار تایی بهت گفتم بیت‌کوین به پنجاه هزار دلار میرسه؟ نابودی بیت‌کوین نزدیکه. تو پست قبلی به شما گفتم بیت‌کوین احتمالاً محدوده چهل‌وهشت هزار دلار میرسه، ام خیلیا حتی اینو قبول نداشتن و به من کلی بد و بیراه گفتن اما دیدی که  بیت‌کوین شصت هزار دلار رو دید. الان به شما نمیگم به پنجاه هزار دلار میرسه حتی بین سی تا چهل هزار دلار هم میتونه پایین بیاد. اما تو شرایط فعلی ما یک آلت پارتی  خوب داریم توی یکی دو ماه آینده. بیایید با هم نگاه کنیم داده‌های معاملات آپشن و مؤسسات بزرگی که دارن تو این بازار کریپتو کار میکنن. داده‌ها داره نشون میده که بیت‌کوین میتونه تا محدوده نود و چهار هزار دلار یا حتی کمی بالاتر  رشد داشته باشه و بعد از اون مجدداً یک لگ نزولی دیگه داشته باشه. دوستانی که تو سمینار ما شرکت کردن یادشونه ما ارز SNX رو اونجا بهشون معرفی کردیم و گفتیم تو چه محدوده ای خرید کنن. محدوده خریدش نسبت به اون قیمت اون روزی چه  意思؟ که چهل درصد پایین‌تر بود. که این نمودار رو نگاه کنید دقیقاً می‌بینید چند کندل زد و با shadow محدوده رو تاچ کرد و بعد برگشت به سمت بالا. یعنی دقیقاً تحلیل داده ما درست بود.  ما اون رو از روی تحلیل داده پیدا کرده بودیم. الانم میخوام غیر اون ارز که همین الان میتونید روش سرمایه گذاری کنید چند تا ارز دیگه بهتون معرفی کنم. اگه میخواید اسماشو بدونید چیاست که روش سرمایه  گذاری درست انجام بدید، عدد صد و سیزده رو همین زیر برام کامنت کن اطلاعات این ارزها رو برات ارسال میکنم. یادت نره حتما این پست رو با دوستانت هم به اشتراک بذار تا از این بازه زمانی دو  ماهه رشد آلت‌کوین‌ها بهترین استفاده رو بکنن. موفق باشی.
homero_io,149000,https://www.instagram.com/reel/DUbJ\_BWjPCV/?igsh=MWF2OWtwYmVyNHB6YQ==,210000,4365,4373,1475,75,طلا تو بفروش، بیت‌کوین بخر. همونجوری که قبلاً تو پست‌های قبلی به شما گفته بودم که آلت‌کوین‌ها حسابی می‌ریزن و بیت‌کوین اعداد پایین رو میبینه و خیلیا قبول نکرده بودن، الان به شما میگم که وقت رشد بیت‌کوین توی یه بازه زمانی میان مدته.  خب یه نموداری داریم به اسم XAUBTC که در واقع نسبت طلا به بیت‌کوین رو نشون میده. این نمودار رو نگاه کنید از ابتدای به وجود آمدن بیت‌کوین یک روند به شدت نزولی داشته و طی چند وقت اخیر یعنی تو یک سال  گذشته یک گارد به شدت صعودی گرفته. الان رسیدیم به یک محدوده که میتونه یک اصلاح قیمتی موقت داشته باشه، پس میتونه توی بازه زمانی بیت‌کوین عملکرد بهتری نسبت به طلا داشته باشه. متناسب با اون آلت‌کوین‌ها هم می‌تونن رشد خوبی رو توی این مدت تجربه بکنن.  پس شما می‌تونید همونجوری که قبلاً هم خدمت شما گفتم تا اپریل سال جاری روی بیت‌کوین و بازار کریپتو سرمایه‌گذاری کنید و بعد از اون سودتون رو تا دوباره تبدیل کنید به طلا. بیت‌کوین اگر نگاه کنید یک سه‌موجی به سمت پایین  داشته طبق همین نموداری که اینجا دارید می‌بینید و میتونه یک حرکت صعودی به سمت بالا داشته باشه و بعد از اون مجدداً اصلاح قیمت. اگه می‌خواید بدونید تحلیل بیت‌کوین چیه، از چه محدوده قیمتی میتونه برگرده مجدد اصلاح بکنه، عدد صد  و دوازده رو همین زیر برای من کامنت کن، تحلیل بیت‌کوین رو برات ارسال می‌کنم. یادت نره حتما این پست هم با دوستات به اشتراک بگذار تا اونا هم بدونن بهترین مسیر سرمایه‌گذاری توی یکی دو سه ماه آینده چیه.  موفق باشی.
homero_io,149000,https://www.instagram.com/reel/DUYgvoijLLI/?igsh=MWFqYTBscDZteTA1cw==,108000,2462,2295,352,25,نود درصد آدما همین الان دارن در مورد بیت‌کوین اشتباه فکر می‌کنن. آیا تو هم جزو اونایی؟ همین ما نشون میده که نباید خیلی به حرف بقیه گوش بدیم و ببینیم همه چی میگن این نود درصد افراد چی میگن.  باید درست تصمیم بگیری. بیای بریم ببینیم آمار چی میگه. این شکلو اگر نگاه کنید نمودار ترس و طمع بیت‌کوینه و هر وقت این نمودار منطقه پایین، منطقه قرمز رنگ شده یک حرکت برگشتی  تو بیت‌کوین و سایر رمزارزها داشتیم. دفعه قبلی از محدوده ده واحد برگشتیم و الان رو محدوده یازده واحدیم و از اینجا می‌تونه بیت‌کوین یک حرکتی به سمت بالا داشته باشه. اما اگه میره از همینجا سقف می‌زنه به نظر میاد که هنوز کار داره.  ممکنه حتی یک بالای دیگر داشته باشیم و بعد حرکت کنیم به سمت پایین، یعنی بازار رنج بزنه. خب تو این زمان رنج زدن بهترین کار چیه؟ تو چجوری میخوای از بازار سود بگیری؟ اگر نمیدونی ما یه سیستمی طراحی کردیم که بهت کمک  می‌کنه بدون اینکه خودت trade بکنی از معاملات spot سود بگیری، یعنی پایین بخری بالا بفروشی و از معاملات سود عالی بگیری. خب حالا اگه میخوای بدونی از این سیستم چجوری استفاده بکنی، لطفاً صد و یازده رو  همین زیر برا من کامنت کن. یه لینک برات ارسال میشه. عضو این کانال شو، اونجا راهنماییت می‌کنم چجوری می‌تونی از بازار، اون هم بازار spot سود بگیری. یادت نره حتما این پست رو با دوستات  هم به اشتراک بگذار تا اون‌ها هم به نحو احسن از بازار بتونن استفاده کنن.
homero_io,149000,https://www.instagram.com/reel/DUQWoxDDGzh/?igsh=aW03ajR0bHo5aDcw,132000,2124,2361,226,44,همین الان یه خبر اومد که آقای رئیس جمهور به وزیر خارجه دستور دادند که توی هفته‌های آینده حتما مذاکره داشته باشند با آمریکا سر بحث اتمی. اما نه سطح مذاکرات مشخصه، نه محل مذاکرات مشخصه.  هیچیش معلوم نیست که چه اتفاقی می‌افته. همین خبر، بازارهای داخلی به شدت نوسان منفی داشتن و قیمت‌ها به سمت پایین افت کرده. من نمی‌خوام بگم خیلی خوشبین باشید که هیچ اتفاقی نمی‌افته مذاکره می‌کنن تموم می‌شه. نه می‌خوام طبل جنگ بکوبم که بگم حتما جنگ می‌شه.  اما می‌خوام یادآوری کنم اتفاقی که دفعه قبل افتاد. دفعه قبل قرار بود شنبه مذاکره بشه اما پنجشنبه اسرائیل حمله کرد. و الان هم اتفاقی که داره می‌افته اینه که اسرائیل به شدت داره با آمریکا فشار میاره برای حمله کردن و همین‌طور تحلیل‌گران تو دنیا  به نتیجه مذاکرات خیلی خوشبین نیستند. من می‌خوام به شما بگم توی شرایط فعلی نرید و دارایی‌تون رو آتیش نذارید با توجه به اینکه دلار و طلا داره به سمت پایین حرکت می‌کنه.  شاید الان بهترین زمان باشه برای کسایی که از خرید طلا جا موندن. اگه می‌خوای بدونی تو چه محدوده قیمتی باید طلا بخری و کف طلا کدوم عدده، لطفاً کلمه طلا رو همین زیر برای من کامنت کن. تحلیلم رو راجع به طلا برات می‌فرستم و بهت میگم  تو چه محدوده قیمتی می‌تونی خریدتو تکمیل کنی. موفق باشی.
